SA2 Code,SA2 Label,Heart stroke vascular (%) All ages,Heart stroke vascular (%) 60 years and over,Heart stroke vascular (%) 70 years and over
801011018,Lawson,NA,NA,NA
403041082,Lonsdale,NA,NA,NA
117011320,Banksmeadow,NA,NA,NA
114011275,Ettrema - Sassafras - Budawang,NA,NA,NA
507031172,Hope Valley - Postans,NA,NA,NA
507031173,Kwinana Industrial,NA,NA,NA
312021345,Eungella Hinterland,NA,NA,NA
101041022,Deua - Wadbilliga,NA,NA,NA
111031230,Newcastle Port - Kooragang,NA,NA,NA
205051099,Alps - West,NA,NA,NA
503021037,Kings Park (WA),NA,NA,NA
127011592,Badgerys Creek,NA,NA,NA
308051532,Callemondah,NA,NA,NA
801111140,ACT - South West,NA,NA,NA
801071089,Tuggeranong,NA,NA,NA
801041119,Kenny,NA,NA,NA
801111141,Namadgi,NA,NA,NA
702051067,Katherine,NA,NA,NA
510011262,Broome,NA,NA,NA
702011046,East Side,NA,NA,NA
702011045,Charles,NA,NA,NA
701031035,Weddell,NA,NA,NA
701011004,Fannie Bay - The Gardens,NA,NA,NA
701011006,Ludmilla - The Narrows,NA,NA,NA
702011048,Larapinta,NA,NA,NA
701011008,Stuart Park,NA,NA,NA
702011047,Flynn (NT),NA,NA,NA
701021025,Nightcliff,NA,NA,NA
701011009,Woolner - Bayview - Winnellie,NA,NA,NA
701011002,Darwin City,NA,NA,NA
701031034,Virginia,NA,NA,NA
701031032,Humpty Doo,NA,NA,NA
701021019,Karama,NA,NA,NA
702011051,Ross,NA,NA,NA
701011007,Parap,NA,NA,NA
701021028,Wagaman,NA,NA,NA
510021270,South Hedland,NA,NA,NA
701011005,Larrakeyah,NA,NA,NA
702011049,Mount Johns,NA,NA,NA
701021010,Alawa,NA,NA,NA
401011001,Adelaide,NA,NA,NA
701041038,Durack - Marlow Lagoon,NA,NA,NA
701021013,Brinkin - Nakara,NA,NA,NA
701021020,Leanyer,NA,NA,NA
315011400,Tablelands,NA,NA,NA
510031272,Karratha,NA,NA,NA
701041039,Gray,NA,NA,NA
503011034,Mosman Park - Peppermint Grove,NA,NA,NA
701021021,Lyons (NT),NA,NA,NA
701041044,Woodroffe,NA,NA,NA
701021018,Jingili,NA,NA,NA
503011033,Floreat,NA,NA,NA
510021269,Port Hedland,NA,NA,NA
309041241,Guanaba - Springbrook,NA,NA,NA
701021012,Berrimah,NA,NA,NA
701021026,Rapid Creek,NA,NA,NA
701041040,Moulden,NA,NA,NA
701021023,Millner,NA,NA,NA
701041043,Rosebery - Bellamack,NA,NA,NA
701021027,Tiwi,NA,NA,NA
701031031,Howard Springs,NA,NA,NA
701041041,Palmerston - North,NA,NA,NA
206041118,Docklands,NA,NA,NA
701041036,Bakewell,NA,NA,NA
701021029,Wanguri,NA,NA,NA
206041119,East Melbourne,NA,NA,NA
304031095,Sherwood,NA,NA,NA
206041124,Parkville,NA,NA,NA
206041126,Southbank,NA,NA,NA
304031092,Chelmer - Graceville,NA,NA,NA
304021089,Fig Tree Pocket,NA,NA,NA
309101268,Bundall,NA,NA,NA
503011032,Cottesloe,NA,NA,NA
304031094,Indooroopilly,NA,NA,NA
206041121,Kensington (Vic.),NA,NA,NA
801061067,Narrabundah,NA,NA,NA
206041125,South Yarra - West,NA,NA,NA
801101135,Coombs,NA,NA,NA
121041414,Crows Nest - Waverton,NA,NA,NA
304021087,Brookfield - Kenmore Hills,NA,NA,NA
121041415,Mosman,NA,NA,NA
305041133,Auchenflower,NA,NA,NA
121041417,North Sydney - Lavender Bay,NA,NA,NA
401071024,Unley - Parkside,NA,NA,NA
118011345,Paddington - Moore Park,NA,NA,NA
801051127,Reid,NA,NA,NA
401031013,Toorak Gardens,NA,NA,NA
701021011,Anula,NA,NA,NA
801061129,Barton,NA,NA,NA
206041117,Carlton,NA,NA,NA
506071146,Manning - Waterford,NA,NA,NA
503011036,Swanbourne - Mount Claremont,NA,NA,NA
801101139,Wright,NA,NA,NA
118011344,Dover Heights,NA,NA,NA
309041242,Tamborine - Canungra,NA,NA,NA
401011002,North Adelaide,NA,NA,NA
701041037,Driver,NA,NA,NA
306011143,Yorkeys Knob - Machans Beach,NA,NA,NA
304021088,Chapel Hill,NA,NA,NA
122011418,Balgowlah - Clontarf - Seaforth,NA,NA,NA
207011151,Hawthorn,NA,NA,NA
118011343,Double Bay - Bellevue Hill,NA,NA,NA
701021030,Wulagi,NA,NA,NA
304011083,Riverhills,NA,NA,NA
206061135,Armadale,NA,NA,NA
305011109,New Farm,NA,NA,NA
316051437,Sunshine Beach,NA,NA,NA
316061442,Landsborough,NA,NA,NA
122021420,Avalon - Palm Beach,NA,NA,NA
701021024,Moil,NA,NA,NA
305031119,Albion,NA,NA,NA
305041135,Paddington - Milton,NA,NA,NA
305011111,Spring Hill,NA,NA,NA
117031332,Newtown - Camperdown - Darlington,NA,NA,NA
306011139,Clifton Beach - Kewarra Beach,NA,NA,NA
304031096,St Lucia,NA,NA,NA
304021086,Bellbowrie - Moggill,NA,NA,NA
309101269,Main Beach,NA,NA,NA
305011112,West End,NA,NA,NA
121041413,Cremorne - Cammeray,NA,NA,NA
122021422,Newport - Bilgola,NA,NA,NA
121041416,Neutral Bay - Kirribilli,NA,NA,NA
501011003,Busselton Region,NA,NA,NA
304011081,Jindalee - Mount Ommaney,NA,NA,NA
305011108,Kangaroo Point,NA,NA,NA
801061131,Kingston (ACT),NA,NA,NA
206041122,Melbourne,NA,NA,NA
309101270,Surfers Paradise,NA,NA,NA
309101267,Benowa,NA,NA,NA
503011030,City Beach,NA,NA,NA
801061069,Red Hill (ACT),NA,NA,NA
118011346,Rose Bay - Vaucluse - Watsons Bay,NA,NA,NA
306011138,Brinsmead,NA,NA,NA
305031128,Newstead - Bowen Hills,NA,NA,NA
305031131,Wooloowin - Lutwyche,NA,NA,NA
118011340,Bondi Beach - North Bondi,NA,NA,NA
206041123,North Melbourne,NA,NA,NA
206061136,Prahran - Windsor,NA,NA,NA
309051245,Reedy Creek - Andrews,NA,NA,NA
401031012,Glenside - Beaumont,NA,NA,NA
601041023,Kingston Beach - Blackmans Bay,NA,NA,NA
305011105,Brisbane City,NA,NA,NA
507021164,East Fremantle,NA,NA,NA
305031125,Hendra,NA,NA,NA
306051166,Atherton,NA,NA,NA
305031130,Windsor,NA,NA,NA
121011399,Chatswood (West) - Lane Cove North,NA,NA,NA
304031093,Corinda,NA,NA,NA
401021009,Nairne,NA,NA,NA
306011142,Trinity Beach - Smithfield,NA,NA,NA
601051032,South Hobart - Fern Tree,NA,NA,NA
118011339,Bondi - Tamarama - Bronte,NA,NA,NA
304011082,Middle Park - Jamboree Heights,NA,NA,NA
207011155,Surrey Hills (West) - Canterbury,NA,NA,NA
503021042,Subiaco - Shenton Park,NA,NA,NA
304031097,Taringa,NA,NA,NA
206061138,Toorak,NA,NA,NA
306011141,Redlynch,NA,NA,NA
305041134,Bardon,NA,NA,NA
115031300,Kurrajong Heights - Ebenezer,NA,NA,NA
401021007,Mount Barker,NA,NA,NA
316061441,Glass House Mountains,NA,NA,NA
501031017,Bridgetown - Boyup Brook,NA,NA,NA
801051053,Civic,NA,NA,NA
306041165,Port Douglas,NA,NA,NA
305031126,Kelvin Grove - Herston,NA,NA,NA
601051033,West Hobart,NA,NA,NA
305031127,Newmarket,NA,NA,NA
309051244,Mudgeeraba - Bonogin,NA,NA,NA
305031124,Hamilton (Qld),NA,NA,NA
118011341,Bondi Junction - Waverly,NA,NA,NA
401031011,Burnside - Wattle Park,NA,NA,NA
316051438,Tewantin,NA,NA,NA
503011031,Claremont (WA),NA,NA,NA
117031334,Pyrmont - Ultimo,NA,NA,NA
304011085,Westlake,NA,NA,NA
401021003,Adelaide Hills,NA,NA,NA
401071023,Goodwood - Millswood,NA,NA,NA
305031120,Alderley,NA,NA,NA
206071140,Carlton North - Princes Hill,NA,NA,NA
314011386,The Hills District,NA,NA,NA
304021090,Kenmore,NA,NA,NA
801031113,Canberra East,NA,NA,NA
305011106,Fortitude Valley,NA,NA,NA
305041136,Red Hill (Qld),NA,NA,NA
305011110,South Brisbane,NA,NA,NA
305031129,Wilston,NA,NA,NA
314011385,Eatons Hill,NA,NA,NA
305031123,Grange,NA,NA,NA
509011233,McKail - Willyung,NA,NA,NA
401021008,Mount Barker Region,NA,NA,NA
305041132,Ashgrove,NA,NA,NA
206071139,Abbotsford,NA,NA,NA
206051132,South Melbourne,NA,NA,NA
117031333,Potts Point - Woolloomooloo,NA,NA,NA
503021043,Wembley - West Leederville - Glendalough,NA,NA,NA
306041164,Daintree,NA,NA,NA
304021091,Pinjarra Hills - Pullenvale,NA,NA,NA
316051434,Noosa Heads,NA,NA,NA
316051544,Peregian Springs,NA,NA,NA
405011114,Nuriootpa,NA,NA,NA
506051140,Kalamunda - Maida Vale - Gooseberry Hill,NA,NA,NA
206051129,Elwood,NA,NA,NA
401021010,Uraidla - Summertown,NA,NA,NA
120021387,Balmain,NA,NA,NA
117031338,Waterloo - Beaconsfield,NA,NA,NA
303021053,Coorparoo,NA,NA,NA
503021038,Mount Hawthorn - Leederville,NA,NA,NA
401021005,Hahndorf - Echunga,NA,NA,NA
211051281,Mooroolbark,NA,NA,NA
124011452,Katoomba - Leura,NA,NA,NA
207011154,Kew East,NA,NA,NA
801091104,Isaacs,NA,NA,NA
305041137,Toowong,NA,NA,NA
206071145,Yarra - North,NA,NA,NA
316061439,Beerwah,NA,NA,NA
503011035,Nedlands - Dalkeith - Crawley,NA,NA,NA
801041035,Bonner,NA,NA,NA
305021118,Norman Park,NA,NA,NA
309051243,Currumbin Valley - Tallebudgera,NA,NA,NA
117031336,Surry Hills,NA,NA,NA
501011004,Margaret River,NA,NA,NA
104021083,Bellingen,NA,NA,NA
206071142,Fitzroy,NA,NA,NA
206061137,South Yarra - East,NA,NA,NA
316061443,Maroochy Hinterland,NA,NA,NA
203011035,Golden Plains - South,NA,NA,NA
121031408,Lindfield - Roseville,NA,NA,NA
507041176,Bateman,NA,NA,NA
121031412,Wahroonga (East) - Warrawee,NA,NA,NA
316061440,Caloundra Hinterland,NA,NA,NA
507041179,Bull Creek,NA,NA,NA
305021116,Hawthorne,NA,NA,NA
303021052,Annerley,NA,NA,NA
306051168,Kuranda,NA,NA,NA
601051029,Mount Nelson - Dynnyrne,NA,NA,NA
401061020,Nailsworth - Broadview,NA,NA,NA
316051543,Peregian Beach - Marcus Beach,NA,NA,NA
121011400,Lane Cove - Greenwich,NA,NA,NA
506051138,Forrestfield - Wattle Grove,NA,NA,NA
507041178,Booragoon,NA,NA,NA
211021261,Donvale - Park Orchards,NA,NA,NA
305021114,Bulimba,NA,NA,NA
316061444,Palmwoods,NA,NA,NA
303021059,Yeronga,NA,NA,NA
405011111,Light,NA,NA,NA
506061144,Serpentine - Jarrahdale,NA,NA,NA
122021421,Bayview - Elanora Heights,NA,NA,NA
203031052,Point Lonsdale - Queenscliff,NA,NA,NA
120021389,Lilyfield - Rozelle,NA,NA,NA
316031428,Mooloolaba - Alexandra Headland,NA,NA,NA
211021262,Warrandyte - Wonga Park,NA,NA,NA
303021056,Holland Park,NA,NA,NA
211051282,Mount Dandenong - Olinda,NA,NA,NA
207011146,Ashburton (Vic.),NA,NA,NA
801061064,Griffith (ACT),NA,NA,NA
405011112,Lyndoch,NA,NA,NA
211051285,Wandin - Seville,NA,NA,NA
104021089,Sawtell - Boambee,NA,NA,NA
309081261,Robina,NA,NA,NA
117031331,Glebe - Forest Lodge,NA,NA,NA
314011383,Cashmere,NA,NA,NA
801011006,Dunlop,NA,NA,NA
601051030,New Town,NA,NA,NA
309011229,Miami,NA,NA,NA
509011232,Little Grove - Elleker,NA,NA,NA
118011347,Woollahra,NA,NA,NA
509011228,Denmark,NA,NA,NA
211051277,Kilsyth,NA,NA,NA
112011240,Byron Bay,NA,NA,NA
507041180,Leeming,NA,NA,NA
209031210,Hurstbridge,NA,NA,NA
305021117,Morningside - Seven Hills,NA,NA,NA
506061142,Byford,NA,NA,NA
126011496,Pennant Hills - Cheltenham,NA,NA,NA
801051061,Watson,NA,NA,NA
314011384,Dayboro,NA,NA,NA
207011152,Hawthorn East,NA,NA,NA
506011112,Camillo - Champion Lakes,NA,NA,NA
305031122,Clayfield,NA,NA,NA
501011001,Augusta,NA,NA,NA
211051279,Monbulk - Silvan,NA,NA,NA
505021095,Tuart Hill - Joondanna,NA,NA,NA
801061062,Deakin,NA,NA,NA
305011107,Highgate Hill,NA,NA,NA
306021151,Manoora,NA,NA,NA
304011084,Seventeen Mile Rocks - Sinnamon Park,NA,NA,NA
505011077,Joondalup - Edgewater,NA,NA,NA
206051128,Albert Park,NA,NA,NA
206071143,Fitzroy North,NA,NA,NA
124011454,Springwood - Winmalee,NA,NA,NA
102011039,Terrigal - North Avoca,NA,NA,NA
208011170,Brighton East,NA,NA,NA
509011226,Albany Region,NA,NA,NA
309071253,Hope Island,NA,NA,NA
506011115,Mount Nasura - Mount Richon - Bedfordale,NA,NA,NA
124011449,Blackheath - Megalong Valley,NA,NA,NA
305021113,Balmoral,NA,NA,NA
211051284,Upwey - Tecoma,NA,NA,NA
124011453,Lawson - Hazelbrook - Linden,NA,NA,NA
306051167,Herberton,NA,NA,NA
603021070,Cygnet,NA,NA,NA
505011072,Duncraig,NA,NA,NA
208011171,Cheltenham - Highett (West),NA,NA,NA
505011073,Greenwood - Warwick,NA,NA,NA
309011226,Burleigh Waters,NA,NA,NA
801081094,Holder,NA,NA,NA
206051134,St Kilda East,NA,NA,NA
504021049,Chidlow,NA,NA,NA
507041184,Winthrop,NA,NA,NA
505011070,Craigie - Beldon,NA,NA,NA
314011387,Samford Valley,NA,NA,NA
801011025,Spence,NA,NA,NA
316031426,Marcoola - Mudjimba,NA,NA,NA
306051169,Malanda - Yungaburra,NA,NA,NA
208041195,Malvern East,NA,NA,NA
505011079,Mullaloo - Kallaroo,NA,NA,NA
505021092,Scarborough,NA,NA,NA
801051124,Campbell,NA,NA,NA
509011227,Bayonet Head - Lower King,NA,NA,NA
801011013,Hawker,NA,NA,NA
403021063,Sheidow Park - Trott Park,NA,NA,NA
309071257,Pimpama,NA,NA,NA
117031330,Erskineville - Alexandria,NA,NA,NA
117031329,Darlinghurst,NA,NA,NA
117031337,Sydney - Haymarket - The Rocks,NA,NA,NA
122031429,Freshwater - Brookvale,NA,NA,NA
104021091,Woolgoolga - Arrawarra,NA,NA,NA
801051060,Turner,NA,NA,NA
211031263,Bayswater North,NA,NA,NA
208011172,Hampton,NA,NA,NA
405011113,Mallala,NA,NA,NA
801011003,Bruce,NA,NA,NA
801011017,Latham,NA,NA,NA
507041177,Bicton - Palmyra,NA,NA,NA
509011230,Katanning,NA,NA,NA
801061063,Forrest,NA,NA,NA
203031051,Portarlington,NA,NA,NA
316011415,Mountain Creek,NA,NA,NA
304041104,Upper Kedron - Ferny Grove,NA,NA,NA
306021153,Mount Sheridan,NA,NA,NA
306021144,Bentley Park,NA,NA,NA
506061143,Mundijong,NA,NA,NA
211031265,Croydon Hills - Warranwood,NA,NA,NA
306021155,White Rock,NA,NA,NA
303031063,Mount Gravatt,NA,NA,NA
309011228,Mermaid Waters,NA,NA,NA
501031019,Manjimup,NA,NA,NA
509011234,Plantagenet,NA,NA,NA
505011076,Iluka - Burns Beach,NA,NA,NA
403041071,Aberfoyle Park,NA,NA,NA
801041048,Palmerston,NA,NA,NA
206071141,Collingwood,NA,NA,NA
505011078,Kingsley,NA,NA,NA
801011002,Belconnen,NA,NA,NA
505021085,Balga - Mirrabooka,NA,NA,NA
203031049,Lorne - Anglesea,NA,NA,NA
801061070,Yarralumla,NA,NA,NA
306021146,Earlville - Bayview Heights,NA,NA,NA
306051170,Mareeba,NA,NA,NA
501021012,Eaton - Pelican Point,NA,NA,NA
506051141,Lesmurdie - Bickley - Carmel,NA,NA,NA
309081259,Clear Island Waters,NA,NA,NA
509011229,Gnowangerup,NA,NA,NA
306011140,Freshwater - Stratford,NA,NA,NA
401041014,Athelstone,NA,NA,NA
121021404,Berowra - Brooklyn - Cowan,NA,NA,NA
401021006,Lobethal - Woodside,NA,NA,NA
501031018,Donnybrook - Balingup,NA,NA,NA
104021087,Dorrigo,NA,NA,NA
203031053,Torquay,NA,NA,NA
304041103,The Gap,NA,NA,NA
309021233,Elanora,NA,NA,NA
405011110,Barossa - Angaston,NA,NA,NA
122031424,Beacon Hill - Narraweena,NA,NA,NA
801051055,Downer,NA,NA,NA
204021065,Rutherglen,NA,NA,NA
501031020,Pemberton,NA,NA,NA
601021009,Mornington - Warrane,NA,NA,NA
801081092,Duffy,NA,NA,NA
112011238,Bangalow,NA,NA,NA
505011083,Woodvale,NA,NA,NA
306021145,Cairns City,NA,NA,NA
305021115,East Brisbane,NA,NA,NA
309011227,Mermaid Beach - Broadbeach,NA,NA,NA
801041046,Ngunnawal,NA,NA,NA
211051280,Montrose,NA,NA,NA
309091540,Southport - North,NA,NA,NA
602031062,Perth - Evandale,NA,NA,NA
306031159,Innisfail,NA,NA,NA
203031048,Clifton Springs,NA,NA,NA
122031425,Cromer,NA,NA,NA
801091108,Pearce,NA,NA,NA
112011242,Lennox Head - Skennars Head,NA,NA,NA
505011074,Heathridge - Connolly,NA,NA,NA
104021088,Korora - Emerald Beach,NA,NA,NA
312011338,Broadsound - Nebo,NA,NA,NA
505011071,Currambine - Kinross,NA,NA,NA
505011075,Hillarys,NA,NA,NA
403031065,Belair,NA,NA,NA
303041067,Coopers Plains,NA,NA,NA
503021040,North Perth,NA,NA,NA
304041098,Enoggera,NA,NA,NA
509011231,Kojonup,NA,NA,NA
303041071,Tarragindi,NA,NA,NA
801091110,Torrens,NA,NA,NA
211051278,Lilydale - Coldstream,NA,NA,NA
501021254,Withers - Usher,NA,NA,NA
506011116,Roleystone,NA,NA,NA
801081093,Fisher,NA,NA,NA
112011239,Brunswick Heads - Ocean Shores,NA,NA,NA
303031064,Rochedale - Burbank,NA,NA,NA
209031209,Eltham,NA,NA,NA
505011080,Ocean Reef,NA,NA,NA
303021057,Holland Park West,NA,NA,NA
602011050,Waverley - St Leonards,NA,NA,NA
203011034,Bannockburn,NA,NA,NA
312031361,Proserpine,NA,NA,NA
603021069,Bruny Island - Kettering,NA,NA,NA
319041516,Booral - River Heads,NA,NA,NA
407011146,Strathalbyn,NA,NA,NA
405011115,Tanunda,NA,NA,NA
801011001,Aranda,NA,NA,NA
602011042,Newstead,NA,NA,NA
309091265,Parkwood,NA,NA,NA
211051274,Belgrave - Selby,NA,NA,NA
801051051,Braddon,NA,NA,NA
204021064,Benalla Region,NA,NA,NA
506011113,Forrestdale - Harrisdale - Piara Waters,NA,NA,NA
801011011,Giralang,NA,NA,NA
801011021,McKellar,NA,NA,NA
501021252,Gelorup - Stratham,NA,NA,NA
118021570,Randwick - South,NA,NA,NA
602021056,Hadspen - Carrick,NA,NA,NA
201021011,Daylesford,NA,NA,NA
801051050,Ainslie,NA,NA,NA
201021009,Bacchus Marsh Region,NA,NA,NA
211031268,Ringwood North,NA,NA,NA
114021288,Robertson - Fitzroy Falls,NA,NA,NA
124011455,Wentworth Falls,NA,NA,NA
209031212,Panton Hill - St Andrews,NA,NA,NA
309061249,Pacific Pines - Gaven,NA,NA,NA
115011296,West Pennant Hills,NA,NA,NA
121011401,St Leonards - Naremburn,NA,NA,NA
801051057,Lyneham,NA,NA,NA
209031214,Research - North Warrandyte,NA,NA,NA
303021054,Fairfield - Dutton Park,NA,NA,NA
306021157,Woree,NA,NA,NA
303021055,Greenslopes,NA,NA,NA
318021480,Kelso,NA,NA,NA
301021011,Sheldon - Mount Cotton,NA,NA,NA
306021147,Edmonton,NA,NA,NA
302011022,Bald Hills,NA,NA,NA
122031432,Terrey Hills - Duffys Forest,NA,NA,NA
801011004,Charnwood,NA,NA,NA
505011081,Padbury,NA,NA,NA
309031236,Biggera Waters,NA,NA,NA
316071545,Bli Bli,NA,NA,NA
801081096,Stirling,NA,NA,NA
402051049,Golden Grove,NA,NA,NA
211051276,Healesville - Yarra Glen,NA,NA,NA
403031066,Bellevue Heights,NA,NA,NA
507041183,Willagee,NA,NA,NA
101061544,Young Region,NA,NA,NA
309071251,Coomera,NA,NA,NA
309091264,Molendinar,NA,NA,NA
101031016,Jindabyne - Berridale,NA,NA,NA
303011051,Carindale,NA,NA,NA
505021093,Stirling - Osborne Park,NA,NA,NA
309011224,Broadbeach Waters,NA,NA,NA
115031299,Bilpin - Colo - St Albans,NA,NA,NA
101031013,Bombala,NA,NA,NA
501021008,College Grove - Carey Park,NA,NA,NA
602031060,Longford,NA,NA,NA
801071076,Fadden,NA,NA,NA
115011557,Castle Hill - West,NA,NA,NA
506031125,Canning Vale - West,NA,NA,NA
407011147,Strathalbyn Region,NA,NA,NA
801091109,Phillip,NA,NA,NA
801071072,Bonython,NA,NA,NA
204021067,Wangaratta Region,NA,NA,NA
306021156,Whitfield - Edge Hill,NA,NA,NA
101021010,Queanbeyan - East,NA,NA,NA
204021063,Benalla,NA,NA,NA
102011038,Saratoga - Davistown,NA,NA,NA
501021015,East Bunbury - Glen Iris,NA,NA,NA
102011034,Kincumber - Picketts Valley,NA,NA,NA
209031211,Kinglake,NA,NA,NA
801071077,Gilmore,NA,NA,NA
303031060,Eight Mile Plains,NA,NA,NA
312031359,Airlie - Whitsundays,NA,NA,NA
102011033,Kariong,NA,NA,NA
506021123,Victoria Park - Lathlain - Burswood,NA,NA,NA
309081260,Merrimac,NA,NA,NA
102011036,Niagara Park - Lisarow,NA,NA,NA
309071254,Jacobs Well - Alberton,NA,NA,NA
303011047,Camp Hill,NA,NA,NA
121021578,Hornsby - West,NA,NA,NA
506021118,Belmont - Ascot - Redcliffe,NA,NA,NA
306021154,Westcourt - Bungalow,NA,NA,NA
309071252,Helensvale,NA,NA,NA
101031014,Cooma,NA,NA,NA
114021286,Mittagong,NA,NA,NA
801011026,Weetangera,NA,NA,NA
316011416,Sippy Downs,NA,NA,NA
303051074,Pallara - Willawong,NA,NA,NA
801071086,Oxley (ACT),NA,NA,NA
121021577,Hornsby - East,NA,NA,NA
101021008,Karabar,NA,NA,NA
501021009,Collie,NA,NA,NA
509031249,Narrogin,NA,NA,NA
801091102,Garran,NA,NA,NA
404031109,West Beach,NA,NA,NA
801011020,Macquarie,NA,NA,NA
801041038,Forde,NA,NA,NA
206031115,Flemington,NA,NA,NA
801011010,Fraser,NA,NA,NA
303061079,Sunnybank,NA,NA,NA
507011260,Jandakot,NA,NA,NA
308051534,Gladstone,NA,NA,NA
210021234,Riddells Creek,NA,NA,NA
203011036,Winchelsea,NA,NA,NA
407011145,Kangaroo Island,NA,NA,NA
504021051,Helena Valley - Koongamia,NA,NA,NA
303011049,Carina,NA,NA,NA
801071081,Isabella Plains,NA,NA,NA
604031097,West Coast (Tas.),NA,NA,NA
506011114,Kelmscott,NA,NA,NA
801091100,Curtin,NA,NA,NA
801011009,Flynn (ACT),NA,NA,NA
303041069,Robertson,NA,NA,NA
509021236,Chittering,NA,NA,NA
114021289,Southern Highlands,NA,NA,NA
801041044,Harrison,NA,NA,NA
312011341,Moranbah,NA,NA,NA
701021022,Malak - Marrara,NA,NA,NA
104021086,Coramba - Nana Glen - Bucca,NA,NA,NA
209031213,Plenty - Yarrambat,NA,NA,NA
318021482,Kirwan - West,NA,NA,NA
308011192,Emerald,NA,NA,NA
309021230,Coolangatta,NA,NA,NA
308051536,Kin Kora - Sun Valley,NA,NA,NA
201021012,Gordon (Vic.),NA,NA,NA
506011117,Seville Grove,NA,NA,NA
501021010,Dardanup,NA,NA,NA
309021232,Currumbin Waters,NA,NA,NA
316071546,Diddillibah - Rosemount,NA,NA,NA
101031015,Cooma Region,NA,NA,NA
602021053,Beauty Point - Beaconsfield,NA,NA,NA
801051056,Hackett,NA,NA,NA
319041517,Craignish - Dundowran Beach,NA,NA,NA
211031450,Croydon - East,NA,NA,NA
501021014,Harvey,NA,NA,NA
801091101,Farrer,NA,NA,NA
102011037,Point Clare - Koolewong,NA,NA,NA
509021243,Northam,NA,NA,NA
801011024,Scullin,NA,NA,NA
101021011,Queanbeyan Region,NA,NA,NA
115041302,Rouse Hill - Beaumont Hills,NA,NA,NA
112011241,Evans Head,NA,NA,NA
601021012,South Arm,NA,NA,NA
101041024,Eurobodalla Hinterland,NA,NA,NA
303031066,Wishart,NA,NA,NA
307031188,Stanthorpe Region,NA,NA,NA
506021119,East Victoria Park - Carlisle,NA,NA,NA
303031062,Mansfield (Qld),NA,NA,NA
801091103,Hughes,NA,NA,NA
309031235,Arundel,NA,NA,NA
115021298,Galston - Laughtondale,NA,NA,NA
211051275,Chirnside Park,NA,NA,NA
509021244,Toodyay,NA,NA,NA
801011015,Holt,NA,NA,NA
801091105,Lyons (ACT),NA,NA,NA
128021609,Woronora Heights,NA,NA,NA
317011449,Gowrie (Qld),NA,NA,NA
303021058,Woolloongabba,NA,NA,NA
102011028,Avoca Beach - Copacabana,NA,NA,NA
118021569,Randwick - North,NA,NA,NA
313041374,Morayfield,NA,NA,NA
214011376,Skye - Sandhurst,NA,NA,NA
115011556,Castle Hill - South,NA,NA,NA
801011008,Florey,NA,NA,NA
509031248,Murray,NA,NA,NA
311061334,Springwood,NA,NA,NA
115011553,Castle Hill - Central,NA,NA,NA
602011049,Trevallyn,NA,NA,NA
308041528,Banana,NA,NA,NA
303031061,Macgregor (Qld),NA,NA,NA
319021508,Monto - Eidsvold,NA,NA,NA
602011040,Mowbray,NA,NA,NA
801011022,Melba,NA,NA,NA
801081098,Weston,NA,NA,NA
509021241,Moora,NA,NA,NA
801011023,Page,NA,NA,NA
125011473,Homebush Bay - Silverwater,NA,NA,NA
801041039,Franklin,NA,NA,NA
801071071,Banks,NA,NA,NA
306021152,Manunda,NA,NA,NA
309061250,Worongary - Tallai,NA,NA,NA
506031128,Parkwood - Ferndale - Lynwood,NA,NA,NA
202021031,Woodend,NA,NA,NA
602021055,Grindelwald - Lanena,NA,NA,NA
316021424,Wurtulla - Birtinya,NA,NA,NA
211051283,Mount Evelyn,NA,NA,NA
112031251,Murwillumbah,NA,NA,NA
509031247,Kulin,NA,NA,NA
101021007,Braidwood,NA,NA,NA
501021007,Capel,NA,NA,NA
502011021,Dawesville - Bouvard,NA,NA,NA
403041083,McLaren Vale,NA,NA,NA
509021245,York - Beverley,NA,NA,NA
303061077,Kuraby,NA,NA,NA
507011148,Banjup,NA,NA,NA
303051072,Algester,NA,NA,NA
303011048,Cannon Hill,NA,NA,NA
311041322,Logan Village,NA,NA,NA
318021478,Hermit Park - Rosslea,NA,NA,NA
301021012,Thornlands,NA,NA,NA
405021117,Gilbert Valley,NA,NA,NA
121021579,Waitara - Wahroonga (West),NA,NA,NA
504031058,Bullsbrook,NA,NA,NA
307031184,Clifton - Greenmount,NA,NA,NA
201021010,Creswick - Clunes,NA,NA,NA
405021118,Goyder,NA,NA,NA
208031187,Chelsea Heights,NA,NA,NA
602011036,Invermay,NA,NA,NA
509021238,Dowerin,NA,NA,NA
303031065,Upper Mount Gravatt,NA,NA,NA
205031088,French Island,NA,NA,NA
112031551,Terranora - North Tumblegum,NA,NA,NA
202021026,Bendigo Region - South,NA,NA,NA
402051050,Greenwith,NA,NA,NA
302041044,Sandgate - Shorncliffe,NA,NA,NA
306031160,Johnstone,NA,NA,NA
306031158,Babinda,NA,NA,NA
214021378,Flinders,NA,NA,NA
102011030,Calga - Kulnura,NA,NA,NA
118021568,Maroubra - West,NA,NA,NA
504031062,Lockridge - Kiara,NA,NA,NA
307031186,Southern Downs - West,NA,NA,NA
319021507,Kingaroy Region - South,NA,NA,NA
501021251,Dalyellup,NA,NA,NA
405021116,Clare,NA,NA,NA
509031246,Brookton,NA,NA,NA
801071080,Greenway,NA,NA,NA
801011005,Cook,NA,NA,NA
602011043,Norwood (Tas.),NA,NA,NA
